S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_05_735.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_05_735.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_05_735.jpg,0,0.9912283,0,1.974083
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_05_804.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_05_804.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_05_804.jpg,0,1,0,2.659778
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_05_874.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_05_874.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_05_874.jpg,0,1,0,3.590698
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_05_942.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_05_942.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_05_942.jpg,0,1,0,4.295127
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_013.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_013.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_013.jpg,0,1,0,5.226241
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_082.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_082.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_082.jpg,0,1,0,5.919909
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_153.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_153.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_153.jpg,0,1,0,6.838519
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_222.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_222.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_222.jpg,0,1,0,7.52279
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_290.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_290.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_290.jpg,-0.1,1,0,8.426812
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_359.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_359.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_359.jpg,-0.25,1,0,9.087293
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_430.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_430.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_430.jpg,0,1,0,9.953848
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_497.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_497.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_497.jpg,0,1,0,10.61664
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_568.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_568.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_568.jpg,0,1,0,11.5967
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_637.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_637.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_637.jpg,-0.15,1,0,11.90954
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_709.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_709.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_709.jpg,-0.35,1,0,12.99588
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_778.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_778.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_778.jpg,-0.5000001,1,0,13.64051
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_849.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_849.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_849.jpg,-0.7,1,0,14.3405
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_916.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_916.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_916.jpg,0,1,0,14.82459
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_06_984.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_06_984.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_06_984.jpg,0,1,0,15.54301
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_054.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_054.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_054.jpg,-0.1,1,0,16.3415
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_121.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_121.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_121.jpg,-0.25,1,0,16.89749
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_192.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_192.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_192.jpg,-0.45,1,0,17.67846
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_260.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_260.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_260.jpg,0,1,0,18.22764
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_329.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_329.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_329.jpg,0,1,0,19.03109
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_401.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_401.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_401.jpg,-0.05,1,0,19.64573
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_468.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_468.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_468.jpg,-0.25,1,0,20.43657
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_539.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_539.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_539.jpg,0,1,0,21.01053
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_610.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_610.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_610.jpg,0,1,0,21.8051
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_680.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_680.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_680.jpg,0,1,0,22.38668
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_751.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_751.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_751.jpg,0,1,0,23.17626
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_821.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_821.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_821.jpg,0,1,0,23.76738
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_890.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_890.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_890.jpg,0,1,0,24.54244
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_07_960.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_07_960.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_07_960.jpg,0,1,0,25.11988
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_031.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_031.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_031.jpg,-0.2,1,0,25.86776
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_100.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_100.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_100.jpg,-0.35,1,0,26.38078
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_171.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_171.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_171.jpg,-0.5500001,1,0,26.98922
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_237.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_237.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_237.jpg,-0.7,1,0,27.38709
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_306.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_306.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_306.jpg,-0.8500001,1,0,27.73479
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_373.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_373.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_373.jpg,0,1,0,28.20082
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_443.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_443.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_443.jpg,0,1,0,28.67603
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_512.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_512.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_512.jpg,0,1,0,29.36969
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_583.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_583.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_583.jpg,0,1,0,29.91064
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_652.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_652.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_652.jpg,0,1,0,30.18991
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_721.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_721.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_721.jpg,0,1,0,30.19095
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_791.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_791.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_791.jpg,0,1,0,30.19037
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_861.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_861.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_861.jpg,0,1,0,30.19032
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_927.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_927.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_927.jpg,0,1,0,30.19031
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_08_994.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_08_994.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_08_994.jpg,0,1,0,30.19032
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_067.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_067.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_067.jpg,0,1,0,30.19032
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_139.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_139.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_139.jpg,0,1,0,30.1903
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_208.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_208.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_208.jpg,0,1,0,30.19071
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_280.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_280.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_280.jpg,0,1,0,30.19032
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_351.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_351.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_351.jpg,0,1,0,30.19032
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_424.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_424.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_424.jpg,0,1,0,30.19038
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_495.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_495.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_495.jpg,0,1,0,30.19032
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_566.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_566.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_566.jpg,0,1,0,30.1903
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_635.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_635.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_635.jpg,-0.2,1,0,30.17979
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_707.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_707.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_707.jpg,-0.4,1,0,30.1575
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_778.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_778.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_778.jpg,0,1,0,30.18742
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_845.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_845.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_845.jpg,0,1,0,30.18961
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_914.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_914.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_914.jpg,0,1,0,30.19014
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_09_984.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_09_984.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_09_984.jpg,0,1,0,30.19052
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_10_052.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_10_052.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_10_052.jpg,0,1,0,30.19031
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_10_119.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_10_119.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_10_119.jpg,0,1,0,30.19028
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_10_186.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_10_186.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_10_186.jpg,-0.15,1,0,30.18459
S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\center_2022_01_27_17_05_10_255.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\left_2022_01_27_17_05_10_255.jpg,S:\DOCTORADO\CUARTO CUATRIMESTRE\Carriles\IMG\right_2022_01_27_17_05_10_255.jpg,-0.35,1,0,30.1638
